principio_activo,nombre_comercial,potencia,potencia_valor,potencia_unidad,contenido,presentación,laboratorio
Fexofenadina,Alercas,120 Mg,120.0,Mg,30,Comprimidos,Casasco
Fexofenadina,Alercas,180 Mg,180.0,Mg,10,Comprimidos,Casasco
Fexofenadina,Alercas,60 Mg,60.0,Mg,10,Comprimidos,Casasco
Fexofenadina,Alerfedine,120 Mg,120.0,Mg,10,Comprimidos,Lazar
Fexofenadina,Alerfedine,120 Mg,120.0,Mg,30,Comprimidos,Lazar
Fexofenadina,Alerfedine,180 Mg,180.0,Mg,10,Comprimidos,Lazar
Fexofenadina,Alerfedine,180 Mg,180.0,Mg,20,Comprimidos,Lazar
Fexofenadina,Alertial,120 Mg,120.0,Mg,10,Comprimidos,Baliarda
Fexofenadina,Alertial,120 Mg,120.0,Mg,30,Comprimidos,Baliarda
Fexofenadina,Alertial,180 Mg,180.0,Mg,10,Comprimidos,Baliarda
Fexofenadina,Allegra,120 Mg,120.0,Mg,10,Comprimidos,Sanofi-Aventis O
Fexofenadina,Allegra,180 Mg,180.0,Mg,10,Comprimidos,Sanofi-Aventis O
Fexofenadina,Allegra,60 Mg,60.0,Mg,20,Comprimidos,Sanofi-Aventis O
Fexofenadina,Mudantil F,120 Mg,120.0,Mg,10,Comprimidos,Geminis Farmaceu
Fexofenadina,Mudantil F,120 Mg,120.0,Mg,30,Comprimidos,Geminis Farmaceu
Fexofenadina,Mudantil F,180 Mg,180.0,Mg,10,Comprimidos,Geminis Farmaceu
Fexofenadina,Mudantil F,180 Mg,180.0,Mg,20,Comprimidos,Geminis Farmaceu
Fexofenadina,Mudantil F,60 Mg,60.0,Mg,10,Comprimidos,Geminis Farmaceu
Fexofenadina,Mudantil F,60 Mg,60.0,Mg,20,Comprimidos,Geminis Farmaceu
Fexofenadina,Terfemax,120 Mg,120.0,Mg,10,Comprimidos,Temis-Lostalo
Fexofenadina,Terfemax,120 Mg,120.0,Mg,30,Comprimidos,Temis-Lostalo
Fexofenadina,Terfemax,180 Mg,180.0,Mg,10,Comprimidos,Temis-Lostalo
Fexofenadina,Vagran,120 Mg,120.0,Mg,10,Comprimidos,Finadiet
Fexofenadina,Vagran,120 Mg,120.0,Mg,30,Comprimidos,Finadiet
Fexofenadina,Vagran,180 Mg,180.0,Mg,10,Comprimidos,Finadiet
Fexofenadina + Pseudoefedrina,Alercas D,nan,,nan,10,Comprimidos,Casasco
Fexofenadina + Pseudoefedrina,Alerfedine D,nan,,nan,10,Comprimidos,Lazar
Fexofenadina + Pseudoefedrina,Allegra D,nan,,nan,10,Comprimidos,Sanofi-Aventis O
Finasteride,Andropel,1 Mg,1.0,Mg,30,Comprimidos,Fortbenton
Finasteride,Capilfor,1 Mg,1.0,Mg,30,Comprimidos,Finadiet
Finasteride,Daric,5 Mg,5.0,Mg,30,Comprimidos,Pharmadorf
Finasteride,Finasterin,5 Mg,5.0,Mg,30,Comprimidos,Finadiet
Finasteride,Finterac,5 Mg,5.0,Mg,30,Comprimidos,Eurolab
Finasteride,Flutiamik,5 Mg,5.0,Mg,30,Comprimidos,Microsules Arg.
Finasteride,Folcres,1 Mg,1.0,Mg,30,Comprimidos,Panalab
Finasteride,Folcres,1 Mg,1.0,Mg,60,Comprimidos,Panalab
Finasteride,Folcres,1 Mg,1.0,Mg,90,Comprimidos,Panalab
Finasteride,Folcres,1 Mg,1.0,Mg,120,Comprimidos,Panalab
Finasteride,Hpb Panalab,5 Mg,5.0,Mg,28,Comprimidos,Panalab
Finasteride,Hpb Panalab,5 Mg,5.0,Mg,56,Comprimidos,Panalab
Finasteride,Ivix Fin,1 Mg,1.0,Mg,30,Comprimidos,Oxapharma
Finasteride,Ivix Fin,1 Mg,1.0,Mg,90,Comprimidos,Oxapharma
Finasteride,Nasteril,5 Mg,5.0,Mg,30,Comprimidos,Asofarma
Finasteride,Propecia,1 Mg,1.0,Mg,30,Comprimidos,Msd Argentina Sr
Finasteride,Proscar,5 Mg,5.0,Mg,30,Comprimidos,Msd Argentina Sr
Finasteride,Prosmin - (Ex Prostenk),5 Mg,5.0,Mg,30,Comprimidos,Biotenk
Finasteride,Prostanil,5 Mg,5.0,Mg,30,Comprimidos,Austral
Finasteride,Prostanovag,5 Mg,5.0,Mg,30,Comprimidos,Gobbi
Finasteride,Prostene,5 Mg,5.0,Mg,30,Comprimidos,Teva Argentina (Ex Ivax Arg)
Finasteride,Prunus,5 Mg,5.0,Mg,30,Comprimidos,Savant Consumer
Finasteride,Q Prost,5 Mg,5.0,Mg,30,Comprimidos,Ariston
Finasteride,Q Prost Alopex,nan,,nan,30,Comprimidos,Ariston
Finasteride,Renacidin,1 Mg,1.0,Mg,30,Comprimidos,Hlb Pharma
Finasteride,Sutrico,1 Mg,1.0,Mg,30,Comprimidos,Raymos
Finasteride,Urototal,5 Mg,5.0,Mg,30,Comprimidos,Fortbenton
Flecainida,Diondel,nan,,nan,20,Comprimidos,Roemmers
Flecainida,Diondel,nan,,nan,50,Comprimidos,Roemmers
Floroglucinol + Trimetoxibenceno,Nero,40 Mg,40.0,Mg,6,Ampolla,Biotechno Pharma
Floroglucinol + Trimetoxibenceno,Nero,nan,,nan,30,Comprimidos,Biotechno Pharma
Fluconazol,Antimicon,150 Mg,150.0,Mg,2,Comprimidos,Casasco
Fluconazol,Antimicon,150 Mg,150.0,Mg,4,Comprimidos,Casasco
Fluconazol,Antimicon,150 Mg,150.0,Mg,8,Comprimidos,Casasco
Fluconazol,Cansis,150 Mg,150.0,Mg,4,Comprimidos,Savant Consumer
Fluconazol,Damicol,150 Mg,150.0,Mg,1,Capsulas,Biol
Fluconazol,Damicol,150 Mg,150.0,Mg,2,Capsulas,Biol
Fluconazol,Damicol,150 Mg,150.0,Mg,4,Capsulas,Biol
Fluconazol,Femixol,150 Mg,150.0,Mg,1,Comprimidos,Omega
Fluconazol,Femixol,150 Mg,150.0,Mg,2,Comprimidos,Omega
Fluconazol,Flucoderm,150 Mg,150.0,Mg,4,Comprimidos,Cassara
Fluconazol,Flucoderm,150 Mg,150.0,Mg,2,Comprimidos,Cassara
Fluconazol,Flucoginkan,150 Mg,150.0,Mg,2,Comprimidos,Baliarda
Fluconazol,Flucoginkan,150 Mg,150.0,Mg,4,Comprimidos,Baliarda
Fluconazol,Flucoginkan,150 Mg,150.0,Mg,1,Comprimidos,Baliarda
Fluconazol,Fluconal,150 Mg,150.0,Mg,2,Comprimidos,Craveri
Fluconazol,Fluconal,150 Mg,150.0,Mg,4,Comprimidos,Craveri
Fluconazol,Fluconazol Fabra,150 Mg,150.0,Mg,2,Comprimidos,Fabra
Fluconazol,Fluconazol Ilab,150 Mg,150.0,Mg,2,Comprimidos,Inmunolab
Fluconazol,Fluconazol Lafedar,100 Mg,100.0,Mg,9,Comprimidos,Lafedar
Fluconazol,Fluconazol Lafedar,150 Mg,150.0,Mg,1,Comprimidos,Lafedar
Fluconazol,Fluconazol Lafedar,150 Mg,150.0,Mg,2,Comprimidos,Lafedar
Fluconazol,Fluconazol Lafedar,150 Mg,150.0,Mg,4,Comprimidos,Lafedar
Fluconazol,Fluconazol Lafedar,50 Mg,50.0,Mg,3,Comprimidos,Lafedar
Fluconazol,Fluconazol Lafedar,50 Mg,50.0,Mg,9,Comprimidos,Lafedar
Fluconazol,Fluconazol Richet,100 Mg,100.0,Mg,10,Comprimidos,Richet
Fluconazol,Fluconazol Richet,150 Mg,150.0,Mg,2,Comprimidos,Richet
Fluconazol,Fluconazol Richet,150 Mg,150.0,Mg,4,Comprimidos,Richet
Fluconazol,Fluconazol Richet,200 Mg,200.0,Mg,10,Comprimidos,Richet
Fluconazol,Fluconazol Richet,50 Mg/5,50.0,Mg,35,Suspension,Richet
Fluconazol,Fluconazol Teva,150 Mg,150.0,Mg,4,Comprimidos,Teva Argentina (Ex Ivax Arg)
Fluconazol,Fluconazol Vannier,150 Mg,150.0,Mg,2,Comprimidos,Vannier
Fluconazol,Flupec,150 Mg,150.0,Mg,2,Comprimidos,Andromaco
Fluconazol,Flupec,150 Mg,150.0,Mg,4,Comprimidos,Andromaco
Fluconazol,Flupec,150 Mg,150.0,Mg,8,Comprimidos,Andromaco
Fluconazol,Fluzol,150 Mg,150.0,Mg,4,Comprimidos,Raymos
Fluconazol,Fungocina,150 Mg,150.0,Mg,1,Comprimidos,Lazar
Fluconazol,Fungocina,150 Mg,150.0,Mg,2,Comprimidos,Lazar
Fluconazol,Fungocina,150 Mg,150.0,Mg,4,Comprimidos,Lazar
Fluconazol,Fungocina,150 Mg,150.0,Mg,8,Comprimidos,Lazar
Fluconazol,Fungocina,50 Mg,50.0,Mg,10,Comprimidos,Lazar
Fluconazol,Fungototal,150 Mg,150.0,Mg,4,Comprimidos,Trb-Pharma
Fluconazol,Honguil Plus,150 Mg,150.0,Mg,1,Capsulas,Raymos
Fluconazol,Honguil Plus,150 Mg,150.0,Mg,2,Capsulas,Raymos
Fluconazol,Honguil Plus,150 Mg,150.0,Mg,4,Capsulas,Raymos
Fluconazol,Honguil Plus,150 Mg,150.0,Mg,8,Capsulas,Raymos
Fluconazol,Klonarizol,150 Mg,150.0,Mg,2,Comprimidos,Klonal
Fluconazol,Micolis Novo,150 Mg,150.0,Mg,2,Capsulas,Roemmers
Fluconazol,Micolis Novo,150 Mg,150.0,Mg,4,Capsulas,Roemmers
Fluconazol,Micoral Fluco (Ex Niofen Oral),150 Mg,150.0,Mg,1,Capsulas,Investi
Fluconazol,Micoral Fluco (Ex Niofen Oral),150 Mg,150.0,Mg,2,Capsulas,Investi
Fluconazol,Micoral Fluco (Ex Niofen Oral),150 Mg,150.0,Mg,4,Capsulas,Investi
Fluconazol,Mutum,100 Mg,100.0,Mg,15,Comprimidos,Raffo
Fluconazol,Mutum,150 Mg,150.0,Mg,1,Comprimidos,Raffo
Fluconazol,Mutum,150 Mg,150.0,Mg,2,Comprimidos,Raffo
Fluconazol,Mutum,150 Mg,150.0,Mg,4,Comprimidos,Raffo
Fluconazol,Mutum,150 Mg,150.0,Mg,8,Comprimidos,Raffo
Fluconazol,Mutum,200 Mg,200.0,Mg,10,Comprimidos,Raffo
Fluconazol,Mutum,200 Mg,200.0,Mg,30,Comprimidos,Raffo
Fluconazol,Nimic,150 Mg,150.0,Mg,1,Comprimidos,Geminis Farmaceu
Fluconazol,Nimic,150 Mg,150.0,Mg,2,Comprimidos,Geminis Farmaceu
Fluconazol,Nimic,150 Mg,150.0,Mg,4,Comprimidos,Geminis Farmaceu
Fluconazol,Nimic,150 Mg,150.0,Mg,8,Comprimidos,Geminis Farmaceu
Fluconazol,Nipar,150 Mg,150.0,Mg,2,Comprimidos,Biotenk
Fluconazol,Periplum,150 Mg,150.0,Mg,2,Capsulas,Fortbenton
Fluconazol,Periplum,150 Mg,150.0,Mg,4,Capsulas,Fortbenton
Fluconazol,Periplum,150 Mg,150.0,Mg,8,Capsulas,Fortbenton
Fluconazol,Ponaris,150 Mg,150.0,Mg,2,Comprimidos,Panalab
Fluconazol,Ponaris,150 Mg,150.0,Mg,4,Comprimidos,Panalab
Fluconazol,Ponaris,150 Mg,150.0,Mg,8,Comprimidos,Panalab
Fluconazol,Triflucan,100 Mg,100.0,Mg,7,Capsulas,Pfizer
Fluconazol,Triflucan,150 Mg,150.0,Mg,2,Capsulas,Pfizer
Fluconazol,Triflucan,150 Mg,150.0,Mg,4,Capsulas,Pfizer
Fluconazol,Triflucan,200 Mg,200.0,Mg,7,Capsulas,Pfizer
Fludrocortisona,Lonikan,100 Mg,100.0,Mg,50,Comprimidos,Elea - Phoenix
Flunarizina,Sibelium,nan,,nan,30,Comprimidos,Janssen-Cilag
Flunarizina,Sibelium,nan,,nan,60,Comprimidos,Janssen-Cilag
Flunitrazepam,Flunitrazepam Cevallos,1 Mg,1.0,Mg,30,Comprimidos,Cevallos
Flunitrazepam,Mirpaw,1 Mg,1.0,Mg,30,Comprimidos,Rospaw
Flunitrazepam,Rohypnol,1 Mg,1.0,Mg,30,Comprimidos,Investi
Fluor + Calcio,Adolcas,nan,,nan,60,Comprimidos,Casasco
Fluorometolona,Flarex,nan,,nan,5,Colirio,Novartis
Fluorometolona,Fml,nan,,nan,10,Colirio,Allergan-Loa
Fluorometolona + Asoc.,Fml Neo Liquifilm,nan,,nan,5,Colirio,Allergan-Loa
Fluorouracilo,Acler,nan,,nan,20,Crema,Pharmatrix
Fluorouracilo,Efudix,nan,,nan,20,Unguento,Investi
Fluoxetina,Alental,20 Mg,20.0,Mg,20,Comprimidos,Soubeiran Chobet
Fluoxetina,Alental,20 Mg,20.0,Mg,40,Comprimidos,Soubeiran Chobet
Fluoxetina,Alental,20 Mg,20.0,Mg,4,Comprimidos,Soubeiran Chobet
Fluoxetina,Alental,20 Mg,20.0,Mg,30,Comprimidos,Soubeiran Chobet
Fluoxetina,Alental,20 Mg,20.0,Mg,60,Comprimidos,Soubeiran Chobet
Fluoxetina,Animexon,20 Mg,20.0,Mg,30,Comprimidos,Bernabo
Fluoxetina,Eburnate,20 Mg,20.0,Mg,30,Comprimidos,Vannier
Fluoxetina,Eburnate,20 Mg,20.0,Mg,60,Comprimidos,Vannier
Fluoxetina,Equilibrane,20 Mg,20.0,Mg,30,Comprimidos,Temis-Lostalo
Fluoxetina,Equilibrane,20 Mg,20.0,Mg,60,Comprimidos,Temis-Lostalo
Fluoxetina,Fluoxetina Cevallos,20 Mg,20.0,Mg,20,Comprimidos,Cevallos
Fluoxetina,Fluoxetina Fabra,20 Mg,20.0,Mg,20,Comprimidos,Fabra
Fluoxetina,Fluoxetina Teva,20 Mg,20.0,Mg,30,Tabletas,Teva Argentina (Ex Ivax Arg)
Fluoxetina,Foxetin,20 Mg,20.0,Mg,20,Comprimidos,Gador
Fluoxetina,Foxetin,20 Mg,20.0,Mg,40,Comprimidos,Gador
Fluoxetina,Foxetin,20 Mg,20.0,Mg,60,Comprimidos,Gador
Fluoxetina,Foxetin,20 Mg,20.0,Mg,30,Comprimidos,Gador
Fluoxetina,Foxetin 10,10 Mg,10.0,Mg,30,Comprimidos,Gador
Fluoxetina,Nervosal,10 Mg,10.0,Mg,30,Capsulas,Sidus
Fluoxetina,Nervosal,10 Mg,10.0,Mg,60,Capsulas,Sidus
Fluoxetina,Nervosal,20 Mg,20.0,Mg,30,Comprimidos,Sidus
Fluoxetina,Nervosal,20 Mg,20.0,Mg,60,Comprimidos,Sidus
Fluoxetina,Neupax,20 Mg,20.0,Mg,30,Comprimidos,Bago
Fluoxetina,Prozac,20 Mg,20.0,Mg,30,Capsulas,Eli Lilly
Fluoxetina,Prozac,20 Mg,20.0,Mg,15,Capsulas,Eli Lilly
Fluoxetina,Prozac Dispersab,20 Mg,20.0,Mg,28,Comprimidos,Eli Lilly
Flurbiprofeno,Clinadol Forte,100 Mg,100.0,Mg,8,Comprimidos,Gador
Flurbiprofeno,Clinadol Forte,100 Mg,100.0,Mg,16,Comprimidos,Gador
Flurbiprofeno,Flurbixim,100 Mg,100.0,Mg,8,Comprimidos,Savant Consumer
Flurbiprofeno,Flurbixim,100 Mg,100.0,Mg,16,Comprimidos,Savant Consumer
Fluticasona,Alernix Cort,nan,,nan,60,Aerosol/Spray,Elea - Phoenix
Fluticasona,Alernix Cort,nan,,nan,120,Aerosol/Spray,Elea - Phoenix
Fluticasona,Balivent Nasal,nan,,nan,120,Aerosol/Spray,Baliarda
Fluticasona,Bronquilair Nasal,nan,,nan,120,Aerosol/Spray,Lab Internaciona
Fluticasona,Flixonase Acuoso Nasal,nan,,nan,120,Vs. Aplic/Des Bucal/Inhalante/Inhalador/Lap.Labial,Glaxosmithkline
Fluticasona,Flixotide Diskus Hfa,250 Mg,250.0,Mg,60,Aerosol/Spray,Glaxosmithkline
Fluticasona,Flixotide Hfa,125 Mcg,125.0,Mcg,60,Aerosol/Spray,Glaxosmithkline
Fluticasona,Flixotide Hfa,125 Mcg,125.0,Mcg,120,Aerosol/Spray,Glaxosmithkline
Fluticasona,Flixotide Hfa,250 Mcg,250.0,Mcg,60,Aerosol/Spray,Glaxosmithkline
Fluticasona,Flixotide Hfa,250 Mcg,250.0,Mcg,120,Aerosol/Spray,Glaxosmithkline
Fluticasona,Flixotide Hfa,50 Mcg,50.0,Mcg,120,Aerosol/Spray,Glaxosmithkline
Fluticasona,Fluti K,50 Mcg,50.0,Mcg,120,Aerosol/Spray,Raffo
Fluticasona,Fluticasona Teva,50 Mcg,50.0,Mcg,120,Aerosol/Spray,Teva Argentina (Ex Ivax Arg)
Fluticasona,Fluticort,50 Mcg,50.0,Mcg,120,Aerosol/Spray,Cassara
Fluticasona,Fluticort Hfa,125 Mcg,125.0,Mcg,120,Aerosol/Spray,Cassara
Fluticasona,Fluticort Hfa,250 Mcg,250.0,Mcg,120,Aerosol/Spray,Cassara
Fluticasona,Inhalan,nan,,nan,60,Aerosol/Spray,Casasco
Fluticasona,Inhalan,nan,,nan,120,Aerosol/Spray,Casasco
Fluticasona,Lidil Cort,nan,,nan,120,Aerosol/Spray,Roemmers
Fluticasona,Lidil Cort,nan,,nan,60,Aerosol/Spray,Roemmers
Fluticasona,Lirtodac,125 Mcg,125.0,Mcg,120,Aerosol/Spray,Pharmadorf
Fluticasona,Lirtodac,250 Mcg,250.0,Mcg,120,Aerosol/Spray,Pharmadorf
Fluticasona,Proair Nasal,nan,,nan,120,Aerosol/Spray,Montpellier
Fluticasona,Proair Nasal,nan,,nan,60,Aerosol/Spray,Montpellier
Fluticasona,Rinisona,50 Mcg,50.0,Mcg,120,Aerosol/Spray,Elea - Phoenix
Fluticasona,Rinisona,50 Mcg,50.0,Mcg,60,Aerosol/Spray,Elea - Phoenix
Fluticasona + Salmeterol,Asmabron Con Contador De Dosis,125/25M,,nan,120,Aerosol/Spray,Denver Farma
Fluticasona + Salmeterol,Asmabron Con Contador De Dosis,250/25M,,nan,120,Aerosol/Spray,Denver Farma
Fluticasona + Salmeterol,Flutivent + Aeromed Hfa,25/125M,,nan,150,Aerosol/Spray,Cassara
Fluticasona + Salmeterol,Flutivent Hfa,25/125M,,nan,120,Aerosol/Spray,Cassara
Fluticasona + Salmeterol,Flutivent Hfa,25/250M,,nan,120,Aerosol/Spray,Cassara
Fluticasona + Salmeterol,Inhalan Bronquial Con Aplicador,250/50,,nan,60,Capsulas,Casasco
Fluticasona + Salmeterol,Inhalan Bronquial Con Aplicador,500/50,,nan,60,Capsulas,Casasco
Fluticasona + Salmeterol,Lirtodac Plus,125/25M,,nan,120,Aerosol/Spray,Pharmadorf
Fluticasona + Salmeterol,Lirtodac Plus,250/25M,,nan,120,Aerosol/Spray,Pharmadorf
Fluticasona + Salmeterol,Neumotide Polvo,250/50M,,nan,60,Capsulas,Elea - Phoenix
Fluticasona + Salmeterol,Neumotide Polvo,500/50M,,nan,60,Capsulas,Elea - Phoenix
Fluticasona + Salmeterol,Proair Bronquial,125/25M,,nan,120,Aerosol/Spray,Montpellier
Fluticasona + Salmeterol,Proair Bronquial,250/25M,,nan,120,Aerosol/Spray,Montpellier
Fluticasona + Salmeterol,Proair Bronquial,250/50M,,nan,60,Aerosol/Spray,Montpellier
Fluticasona + Salmeterol,Proair Bronquial,500/50M,,nan,60,Aerosol/Spray,Montpellier
Fluticasona + Salmeterol,Seretide Diskus,50/100M,,nan,60,Aerosol/Spray,Glaxosmithkline
Fluticasona + Salmeterol,Seretide Diskus,50/250M,,nan,60,Aerosol/Spray,Glaxosmithkline
Fluticasona + Salmeterol,Seretide Diskus,50/500M,,nan,60,Aerosol/Spray,Glaxosmithkline
Fluticasona + Salmeterol,Seretide Hfa Aerosol,25/125M,,nan,120,Aerosol/Spray,Glaxosmithkline
Fluticasona + Salmeterol,Seretide Hfa Aerosol,25/250M,,nan,120,Aerosol/Spray,Glaxosmithkline
Fluticasona + Salmeterol,Seretide Hfa Aerosol,25/50M,,nan,120,Aerosol/Spray,Glaxosmithkline
Fluticasona + Salmeterol,Vetalone,250/25M,,nan,120,Aerosol/Spray,Lersan
"Fluticasona,Fuorato + Vilanterol",Relvar Ellipta,184/22,,nan,30,Aerosol/Spray,Glaxosmithkline
"Fluticasona,Fuorato + Vilanterol",Relvar Ellipta,92/22 M,,nan,30,Aerosol/Spray,Glaxosmithkline
Fluvastatina,Lescol Xl,80 Mg,80.0,Mg,28,Comprimidos,Novartis
"Folico,Ac.",Acido Folico Omega,1 Mg,1.0,Mg,30,Comprimidos,Omega
"Folico,Ac.",Acido Folico Omega,5 Mg,5.0,Mg,30,Comprimidos,Omega
"Folico,Ac.",Acido Folico Richmond,1 Mg,1.0,Mg,60,Comprimidos,Richmond
"Folico,Ac.",Acido Folico Richmond,5 Mg,5.0,Mg,60,Comprimidos,Richmond
"Folico,Ac.",Acido Folico Vannier,1 Mg,1.0,Mg,30,Comprimidos,Vannier
"Folico,Ac.",Acido Folico Vannier,10 Mg,10.0,Mg,30,Comprimidos,Vannier
"Folico,Ac.",Acido Folico Vannier,5 Mg,5.0,Mg,30,Comprimidos,Vannier
"Folico,Ac.",Acifol,1 Mg,1.0,Mg,30,Comprimidos,Dominguez
"Folico,Ac.",Acifol,1 Mg,1.0,Mg,60,Comprimidos,Dominguez
"Folico,Ac.",Acifol,10 Mg,10.0,Mg,30,Comprimidos,Dominguez
"Folico,Ac.",Acifol,10 Mg,10.0,Mg,60,Comprimidos,Dominguez
"Folico,Ac.",Acifol,5 Mg,5.0,Mg,30,Comprimidos,Dominguez
"Folico,Ac.",Acifol,5 Mg,5.0,Mg,60,Comprimidos,Dominguez
"Folico,Ac.",Acifol,nan,,nan,10,Gotas,Dominguez
"Folico,Ac.",Anfolic,5 Mg,5.0,Mg,30,Comprimidos,Trb-Pharma
"Folico,Ac.",Anfolic,5 Mg,5.0,Mg,10,Comprimidos,Trb-Pharma
"Folico,Ac.",Bernafolic,1 Mg,1.0,Mg,30,Comprimidos,Bernabo
"Folico,Ac.",Bernafolic,1 Mg,1.0,Mg,60,Comprimidos,Bernabo
"Folico,Ac.",Bernafolic,5 Mg,5.0,Mg,30,Comprimidos,Bernabo
"Folico,Ac.",Bernafolic,5 Mg,5.0,Mg,60,Comprimidos,Bernabo
"Folico,Ac.",Coflic Baliarda,1 Mg,1.0,Mg,30,Comprimidos,Baliarda
"Folico,Ac.",Coflic Baliarda,10 Mg,10.0,Mg,30,Comprimidos,Baliarda
"Folico,Ac.",Coflic Baliarda,5 Mg,5.0,Mg,30,Comprimidos,Baliarda
"Folico,Ac.",Egestan Folico,1 Mg,1.0,Mg,30,Comprimidos,Elea - Phoenix
"Folico,Ac.",Egestan Folico,1 Mg,1.0,Mg,60,Comprimidos,Elea - Phoenix
"Folico,Ac.",Egestan Folico,5 Mg,5.0,Mg,30,Comprimidos,Elea - Phoenix
"Folico,Ac.",Egestan Folico,5 Mg,5.0,Mg,60,Comprimidos,Elea - Phoenix
"Folico,Ac.",Folinemic,1 Mg,1.0,Mg,30,Comprimidos,Pharmadorf
"Folico,Ac.",Folinemic,1 Mg,1.0,Mg,60,Comprimidos,Pharmadorf
"Folico,Ac.",Folinemic,5 Mg,5.0,Mg,30,Comprimidos,Pharmadorf
"Folico,Ac.",Folinemic,5 Mg,5.0,Mg,60,Comprimidos,Pharmadorf
"Folico,Ac.",Galfol,1 Mg,1.0,Mg,30,Comprimidos,Sant Gall
"Folico,Ac.",Galfol,10 Mg,10.0,Mg,30,Comprimidos,Sant Gall
"Folico,Ac.",Galfol,5 Mg,5.0,Mg,30,Comprimidos,Sant Gall
"Folico,Ac.",Medifol,5 Mg,5.0,Mg,30,Comprimidos,Austral
"Folico,Ac.",Nexovital Folico,1 Mg,1.0,Mg,30,Comprimidos,Eurofarma
"Folico,Ac.",Nexovital Folico,1 Mg,1.0,Mg,60,Comprimidos,Eurofarma
"Folico,Ac.",Nexovital Folico,5 Mg,5.0,Mg,30,Comprimidos,Eurofarma
"Folico,Ac.",Nexovital Folico,5 Mg,5.0,Mg,60,Comprimidos,Eurofarma
"Folico,Ac.",Suprafol,1 Mg,1.0,Mg,30,Comprimidos,Investi
"Folico,Ac.",Suprafol,1 Mg,1.0,Mg,60,Comprimidos,Investi
"Folico,Ac.",Suprafol,5 Mg,5.0,Mg,30,Comprimidos,Investi
"Folico,Ac.",Suprafol,5 Mg,5.0,Mg,60,Comprimidos,Investi
"Folico,Ac.",Tanvimil Folico,1 Mg,1.0,Mg,30,Comprimidos,Raymos
"Folico,Ac.",Tanvimil Folico,1 Mg,1.0,Mg,60,Comprimidos,Raymos
"Folico,Ac.",Tanvimil Folico,10 Mg,10.0,Mg,30,Comprimidos,Raymos
"Folico,Ac.",Tanvimil Folico,10 Mg,10.0,Mg,60,Comprimidos,Raymos
"Folico,Ac.",Tanvimil Folico,5 Mg,5.0,Mg,30,Comprimidos,Raymos
"Folico,Ac.",Tanvimil Folico,5 Mg,5.0,Mg,60,Comprimidos,Raymos
"Folico,Ac.",Tanvimil Folico,5 Mg,5.0,Mg,10,Gotas,Raymos
"Folico,Ac. + Vit.B",Acifol B12,nan,,nan,30,Comprimidos,Dominguez
"Folico,Ac. + Vit.B",Acifol B12,nan,,nan,60,Comprimidos,Dominguez
"Folico,Ac. + Vit.B",Blastop,nan,,nan,30,Comprimidos,Trb-Pharma
Fosfato Disodico + Fosfato Monosod,Gadolax,nan,,nan,45,Solucion/Suspension Oral,Gador
Ftalilsulfatiazol + Asoc.,Estreptocarbocaftiazol,nan,,nan,30,Comprimidos,Bago
Ftalilsulfatiazol + Asoc.,Estreptocarbocaftiazol,nan,,nan,60,Comprimidos,Bago
Ftalilsulfatiazol + Asoc.,Opocarbon,nan,,nan,20,Comprimidos,Monserrat
Furazolidona,Furidona,nan,,nan,250,Suspension,Lafedar
Furazolidona,Furidona,nan,,nan,30,Comprimidos,Lafedar
Furazolidona,Giardil,nan,,nan,250,Suspension,Pharmadorf
Furazolidona,Giardil,nan,,nan,30,Comprimidos,Pharmadorf
Furosemida,Errolon,nan,,nan,50,Comprimidos,Nova Argentia
Furosemida,Furosemida Denver Farma,40 Mg,40.0,Mg,50,Comprimidos,Denver Farma
Furosemida,Furosemida Fecofar,nan,,nan,30,Comprimidos,Fecofar
Furosemida,Furosemida Fecofar,nan,,nan,50,Comprimidos,Fecofar
Furosemida,Furosemida Klonal,40 Mg,40.0,Mg,50,Comprimidos,Klonal
Furosemida,Furosemida Vannier,40 Mg,40.0,Mg,50,Comprimidos,Vannier
Furosemida,Furotral,40 Mg,40.0,Mg,30,Comprimidos,Lepetit
Furosemida,Furtenk Furosemida,40 Mg,40.0,Mg,50,Comprimidos,Biotenk
Furosemida,Kolkin,40 Mg,40.0,Mg,50,Comprimidos,Duncan
Furosemida,Lasix,40 Mg,40.0,Mg,50,Comprimidos,Sanofi-Aventis
Furosemida,Lasix,40 Mg,40.0,Mg,30,Comprimidos,Sanofi-Aventis
Furosemida,Lasix,40 Mg,40.0,Mg,60,Comprimidos,Sanofi-Aventis
Furosemida,Lasix 10 Unidades,nan,,nan,2,Ampolla,Sanofi-Aventis
Furosemida,Retep,40 Mg,40.0,Mg,50,Comprimidos,Biosintex Retail
Furosemida + Amilorida,Errolon A,nan,,nan,20,Comprimidos,Nova Argentia
Furosemida + Amilorida,Errolon A,nan,,nan,50,Comprimidos,Nova Argentia
"Fusidico,Ac.",Acifusin,nan,,nan,15,Crema,Andromaco
"Fusidico,Ac.",Arzimol,2%,2.0,%,15,Crema,Lazar
"Fusidico,Ac.",Drum,2%,2.0,%,15,Crema,Pharmatrix
"Fusidico,Ac.",Fucidin,nan,,nan,15,Crema,Biopas Argentina
"Fusidico,Ac.",Fusimed,2%,2.0,%,15,Crema,Cassara
"Fusidico,Ac.",Fusitop,nan,,nan,15,Crema,Hlb Pharma
"Fusidico,Ac.",Gelbiotic,nan,,nan,15,Crema,Raymos
