principio_activo,nombre_comercial,potencia,potencia_valor,potencia_unidad,contenido,presentación,laboratorio
"Fusidico,Ac. + Betametasona",Acifusin B,nan,,nan,15,Crema,Andromaco
"Fusidico,Ac. + Betametasona",Drum B,2/0.10%,,nan,15,Crema,Pharmatrix
"Fusidico,Ac. + Betametasona",Fucicort,nan,,nan,15,Crema,Biopas Argentina
"Fusidico,Ac. + Betametasona",Fusimed B,nan,,nan,50,Emulsion,Cassara
"Fusidico,Ac. + Betametasona",Fusimed B Otonasal,nan,,nan,15,Emulsion,Cassara
"Fusidico,Ac. + Betametasona",Gelbiotic Plus,nan,,nan,15,Crema,Raymos
Gabapentin,Arapentin,300 Mg,300.0,Mg,30,Capsulas,Ariston
Gabapentin,Arapentin,600 Mg,600.0,Mg,30,Capsulas,Ariston
Gabapentin,Axilep,300 Mg,300.0,Mg,30,Capsulas,Lepetit
Gabapentin,Axilep,300 Mg,300.0,Mg,60,Capsulas,Lepetit
Gabapentin,Axilep,400 Mg,400.0,Mg,30,Capsulas,Lepetit
Gabapentin,Elifer,100 Mg,100.0,Mg,30,Comprimidos,Casasco
Gabapentin,Elifer,300 Mg,300.0,Mg,30,Comprimidos,Casasco
Gabapentin,Elifer,300 Mg,300.0,Mg,60,Comprimidos,Casasco
Gabapentin,Elifer,600 Mg,600.0,Mg,30,Comprimidos,Casasco
Gabapentin,Gabapentin Vannier,300 Mg,300.0,Mg,30,Comprimidos,Vannier
Gabapentin,Gabapentin Vannier,300 Mg,300.0,Mg,60,Comprimidos,Vannier
Gabapentin,Logistic,300 Mg,300.0,Mg,60,Comprimidos,Craveri
Gabapentin,Logistic,300 Mg,300.0,Mg,30,Comprimidos,Craveri
Gabapentin,Logistic,600 Mg,600.0,Mg,30,Comprimidos,Craveri
Gabapentin,Neurontin,100 Mg,100.0,Mg,100,Capsulas,Pfizer
Gabapentin,Neurontin,300 Mg,300.0,Mg,60,Capsulas,Pfizer
Gabapentin,Neurontin,300 Mg,300.0,Mg,30,Capsulas,Pfizer
Gabapentin,Neurontin,400 Mg,400.0,Mg,60,Capsulas,Pfizer
Gabapentin,Neurontin,600 Mg,600.0,Mg,30,Comprimidos,Pfizer
Gabapentin,Ultraneural,100 Mg,100.0,Mg,30,Comprimidos,Raffo
Gabapentin,Ultraneural,300 Mg,300.0,Mg,30,Comprimidos,Raffo
Gabapentin,Ultraneural,300 Mg,300.0,Mg,60,Comprimidos,Raffo
Gabapentin,Ultraneural,600 Mg,600.0,Mg,30,Comprimidos,Raffo
Galantamina,Intelec Er,16 Mg,16.0,Mg,28,Capsulas,Buxton
Galantamina,Intelec Er,8 Mg,8.0,Mg,28,Capsulas,Buxton
Galantamina,Memolos,12 Mg,12.0,Mg,56,Comprimidos,Lafedar
Galantamina,Memolos,4 Mg,4.0,Mg,14,Comprimidos,Lafedar
Galantamina,Memolos,4 Mg,4.0,Mg,56,Comprimidos,Lafedar
Galantamina,Memolos,8 Mg,8.0,Mg,56,Comprimidos,Lafedar
Galantamina,Numencial,4 Mg,4.0,Mg,14,Comprimidos,Teva Argentina (Ex Ivax Arg)
Galantamina,Numencial,4 Mg,4.0,Mg,56,Comprimidos,Teva Argentina (Ex Ivax Arg)
Galantamina,Numencial,8 Mg,8.0,Mg,56,Comprimidos,Teva Argentina (Ex Ivax Arg)
Galantamina,Reminyl,12 Mg,12.0,Mg,56,Comprimidos,Janssen-Cilag
Galantamina,Reminyl,4 Mg,4.0,Mg,14,Comprimidos,Janssen-Cilag
Galantamina,Reminyl Er,16 Mg,16.0,Mg,28,Capsulas,Janssen-Cilag
Galantamina,Reminyl Er,8 Mg,8.0,Mg,28,Capsulas,Janssen-Cilag
Gammaglobulina Humana + Histamina,Histaglobin Liofilizado Con Jeringa Y Aguja 1 Unidad,nan,,nan,1,Frasco Ampolla,Sidus
Gammaglobulina Humana + Histamina,Histaglobin Triplex Liofilizado Con Jeringa Y Aguja 1 Unidad,nan,,nan,1,Frasco Ampolla,Sidus
Ganciclovir,Neagel,nan,,nan,5,Colirio,Poen
Gangliosidos,Sinaxial 3 Unidades,100 Mg,100.0,Mg,1,Ampolla,Trb-Pharma
Gangliosidos,Sinaxial 3 Unidades,40 Mg,40.0,Mg,2,Ampolla,Trb-Pharma
Gangliosidos,Sinaxial 6 Unidades,20 Mg,20.0,Mg,2,Ampolla,Trb-Pharma
Gatifloxacina,Gatimicin,0.3 %,0.3,%,5,Colirio,Elea - Phoenix
Gatifloxacina,Zymaran,0.30 %,0.3,%,5,Colirio,Allergan-Loa
Gemfibrozil,Gedun,600 Mg,600.0,Mg,30,Comprimidos,Duncan
Gemfibrozil,Gemfi-Lip,600 Mg,600.0,Mg,30,Comprimidos,Lafedar
Gemfibrozil,Gemfi-Lip,900 Mg,900.0,Mg,30,Comprimidos,Lafedar
Gemfibrozil,Gemfibrozil Vannier,600 Mg,600.0,Mg,30,Comprimidos,Vannier
Gemfibrozil,Hipolixan,600 Mg,600.0,Mg,30,Comprimidos,Bago
Gemfibrozil,Hipolixan,900 Mg,900.0,Mg,30,Comprimidos,Bago
Gemfibrozil,Lopid,600 Mg,600.0,Mg,30,Comprimidos,Pfizer
Gemfibrozil,Lopid,600 Mg,600.0,Mg,60,Comprimidos,Pfizer
Gemfibrozil,Lopid Ud,900 Mg,900.0,Mg,15,Comprimidos,Pfizer
Gemfibrozil,Lopid Ud,900 Mg,900.0,Mg,30,Comprimidos,Pfizer
Gentamicina,Gentaderm,0.10 %,0.1,%,15,Crema,Medisol
Gentamicina,Gentamicin Lafedar,0.10 %,0.1,%,15,Crema,Lafedar
Gentamicina,Gentamicin Lafedar,nan,,nan,10,Colirio,Lafedar
Gentamicina,Gentamicina Fabra,nan,,nan,15,Crema,Fabra
Gentamicina,Gentamicina Richet 2 Unidades,80 Mg,80.0,Mg,2,Ampolla,Richet
Gentamicina,Gentamicina Richet 6 Unidades,80 Mg,80.0,Mg,6,Ampolla,Richet
Gentamicina,Gentum,nan,,nan,20,Crema,Klonal
Gentamicina,Glevomicina,400 Mg,400.0,Mg,10,Frasco Ampolla,Bago
Gentamicina,Provisual,nan,,nan,10,Colirio,Poen
Gentamicina + Asoc.,Pancutan,nan,,nan,20,Gel,Raymos
Gentamicina + Dexametasona,Dexamytrex,nan,,nan,3,Pomada Oftalmologica,Bausch
Gentamicina + Dexametasona,Provisual Compuesto,nan,,nan,5,Colirio,Poen
Ginkgo Biloba,Clarvix,nan,,nan,50,Comprimidos,Savant Consumer
Ginkgo Biloba,Clarvix,nan,,nan,30,Comprimidos,Savant Consumer
Ginkgo Biloba,Tanakan,nan,,nan,30,Grageas,Elea - Phoenix
Ginkgo Biloba,Tanakan,nan,,nan,60,Grageas,Elea - Phoenix
Ginkgo Biloba,Tanakan Forte,nan,,nan,15,Comprimidos,Elea - Phoenix
Ginkgo Biloba,Tanakan Forte,nan,,nan,30,Comprimidos,Elea - Phoenix
Glibenclamida,Broi (Ex Glibenclamida Vannier),5 Mg,5.0,Mg,30,Comprimidos,Vannier
Glibenclamida,Daonil,5 Mg,5.0,Mg,30,Comprimidos,Sanofi-Aventis
Glibenclamida,Daonil,5 Mg,5.0,Mg,60,Comprimidos,Sanofi-Aventis
Glibenclamida,Diabemin,5 Mg,5.0,Mg,60,Comprimidos,Lafedar
Glibenclamida,Euglucon,5 Mg,5.0,Mg,30,Comprimidos,Investi
Glibenclamida,Euglucon,5 Mg,5.0,Mg,60,Comprimidos,Investi
Glibenclamida,Gardoton,5 Mg,5.0,Mg,30,Comprimidos,Raffo
Glibenclamida,Gardoton,5 Mg,5.0,Mg,60,Comprimidos,Raffo
Glibenclamida,Glidanil,5 Mg,5.0,Mg,30,Comprimidos,Montpellier
Glibenclamida,Glidanil,5 Mg,5.0,Mg,60,Comprimidos,Montpellier
Glicerina + Asoc.,Micronema,nan,,nan,3,Accesorios,Pfizer
Gliclazida,Diamicron Mr,60 Mg,60.0,Mg,30,Comprimidos,Servier
Gliclazida,Unava,nan,,nan,20,Comprimidos,Investi
Gliclazida,Unava,nan,,nan,60,Comprimidos,Investi
Glimepiride,Adiuvan,2 Mg,2.0,Mg,30,Comprimidos,Lazar
Glimepiride,Adiuvan,4 Mg,4.0,Mg,30,Comprimidos,Lazar
Glimepiride,Amaryl,2 Mg,2.0,Mg,30,Comprimidos,Sanofi-Aventis
Glimepiride,Amaryl,2 Mg,2.0,Mg,60,Comprimidos,Sanofi-Aventis
Glimepiride,Amaryl,4 Mg,4.0,Mg,15,Comprimidos,Sanofi-Aventis
Glimepiride,Amaryl,4 Mg,4.0,Mg,30,Comprimidos,Sanofi-Aventis
Glimepiride,Endial,2 Mg,2.0,Mg,30,Comprimidos,Roemmers
Glimepiride,Endial,2 Mg,2.0,Mg,60,Comprimidos,Roemmers
Glimepiride,Endial,4 Mg,4.0,Mg,30,Comprimidos,Roemmers
Glimepiride,Glemaz,2 Mg,2.0,Mg,30,Comprimidos,Montpellier
Glimepiride,Glemaz,4 Mg,4.0,Mg,15,Comprimidos,Montpellier
Glimepiride,Glemaz,4 Mg,4.0,Mg,30,Comprimidos,Montpellier
Glimepiride,Gliperid,2 Mg,2.0,Mg,30,Comprimidos,Savant Consumer
Glimepiride,Gliperid,4 Mg,4.0,Mg,30,Comprimidos,Savant Consumer
Glimepiride,Glucopirida,4 Mg,4.0,Mg,30,Comprimidos,Biotenk
Glimepiride,Islopir,2 Mg,2.0,Mg,30,Comprimidos,Craveri
Glimepiride,Islopir,4 Mg,4.0,Mg,30,Comprimidos,Craveri
Glimepiride,Lomet,4 Mg,4.0,Mg,15,Comprimidos,Microsules Arg.
Glimepiride,Lomet,4 Mg,4.0,Mg,30,Comprimidos,Microsules Arg.
Glimepiride + Metformina,Endial Met 2,2/1000M,,nan,30,Comprimidos,Roemmers
Glimepiride + Metformina,Endial Met 2,4/1000M,,nan,30,Comprimidos,Roemmers
Glipizida,Minodiab,5 Mg,5.0,Mg,30,Comprimidos,Pfizer
Glipizida,Minodiab,5 Mg,5.0,Mg,90,Comprimidos,Pfizer
Glucagon,Glucagen Hypokit 1 Unidad,nan,,nan,1,Inyectable,Novo Nordisk
Glucagon,Glucagon Adn,1 Mg,1.0,Mg,1,Kit,Eli Lilly
Glucosamina,Artrilase,nan,,nan,30,Sobres,Bago
Glucosamina,Baliartrin,nan,,nan,60,Comprimidos,Baliarda
Glucosamina,Baliartrin,nan,,nan,30,Sobres,Baliarda
Glucosamina,Belmalen Plus,nan,,nan,30,Sobres,Cetus
Glucosamina,Findol,nan,,nan,30,Sobres,Temis-Lostalo
Glucosamina,Gluco Arrumalon,500 Mg,500.0,Mg,60,Comprimidos,Nova Argentia
Glucosamina,Gluco Arrumalon 12 Unidades,400 Mg,400.0,Mg,12,Ampolla,Nova Argentia
Glucosamina,Gluco Arrumalon 6 Unidades,400 Mg,400.0,Mg,6,Ampolla,Nova Argentia
Glucosamina,Mecanyl,1500 Mg,1500.0,Mg,30,Sobres,Beta
Glucosamina,Ostatac,1500 Mg,1500.0,Mg,20,Sobres,Spedrog Caillon
"Glucosamina,Potasica",Gluco Arrumalon,1500 Mg,1500.0,Mg,15,Sobres,Nova Argentia
"Glucosamina,Potasica",Gluco Arrumalon,1500 Mg,1500.0,Mg,30,Sobres,Nova Argentia
"Glucosamina,Potasica",Mecanyl K,1500 Mg,1500.0,Mg,30,Sobres,Beta
Haloperidol,Enabran (Ex Antineural Handel),10 Mg,10.0,Mg,60,Comprimidos,Casasco
Haloperidol,Haloperidol Denver Farma 1 Unidad,150 Mg,150.0,Mg,3,Ampolla,Denver Farma
Haloperidol,Haloperidol Medipharma,10 Mg,10.0,Mg,30,Comprimidos,Medipharma
Haloperidol,Haloperidol Medipharma,10 Mg,10.0,Mg,50,Comprimidos,Medipharma
Haloperidol,Haloperidol Medipharma,5 Mg,5.0,Mg,30,Comprimidos,Medipharma
Haloperidol,Haloperidol Medipharma,5 Mg,5.0,Mg,50,Comprimidos,Medipharma
Haloperidol,Haloperidol Vannier,nan,,nan,20,Gotas,Vannier
Haloperidol,Halopidol,1 Mg,1.0,Mg,100,Comprimidos,Janssen-Cilag
Haloperidol,Halopidol,10 Mg,10.0,Mg,60,Comprimidos,Janssen-Cilag
Haloperidol,Halopidol,2 Mg,2.0,Mg,15,Solucion,Janssen-Cilag
Haloperidol,Halopidol,2 Mg,2.0,Mg,100,Solucion,Janssen-Cilag
Haloperidol,Halopidol,5 Mg,5.0,Mg,60,Comprimidos,Janssen-Cilag
Haloperidol,Halopidol 5 Unidades,5 Mg,5.0,Mg,5,Ampolla,Janssen-Cilag
Haloperidol,Halopidol Decanoato 1 Unidad,nan,,nan,1,Ampolla,Janssen-Cilag
Haloperidol,Halopidol Decanoato 1 Unidad,nan,,nan,3,Ampolla,Janssen-Cilag
Haloperidol,Halopidol Forte,nan,,nan,30,Gotas,Janssen-Cilag
Haloperidol,Neupram,1 Mg,1.0,Mg,30,Comprimidos,Sidus
Haloperidol,Neupram,1 Mg,1.0,Mg,60,Comprimidos,Sidus
Haloperidol,Neupram,10 Mg,10.0,Mg,30,Comprimidos,Sidus
Haloperidol,Neupram,10 Mg,10.0,Mg,60,Comprimidos,Sidus
Haloperidol,Neupram,5 Mg,5.0,Mg,30,Comprimidos,Sidus
Haloperidol,Neupram,5 Mg,5.0,Mg,60,Comprimidos,Sidus
Hedera Helix,Athos,nan,,nan,100,Jarabe/Tonico,Roemmers
Hedera Helix,Qura Tos,nan,,nan,100,Jarabe/Tonico,Bernabo
Heparina,Cervep,nan,,nan,60,Gel,Nova Argentia
Heparina,Cycloparin,nan,,nan,60,Gel,Sidus
Heparina,Hepatriet,nan,,nan,60,Gel,Craveri
"Heparina + Cepae,Extr. + Asoc.",Contractubex,nan,,nan,20,Gel,Biopas Argentina
Hexetidina + Bencidamina,Buchex Forte,nan,,nan,200,Colutorio,Bernabo
"Hialuronico,Ac.",Cruzal Jeringa Prellenada 1 Unidad,20 Mg,20.0,Mg,2,Inyectable,Finadiet
"Hialuronico,Ac.",Cruzal Jeringa Prellenada 1 Unidad,40 Mg,40.0,Mg,2,Inyectable,Finadiet
"Hialuronico,Ac.",Hyalart Jeringa 1 Unidad,nan,,nan,2,Frasco Ampolla,Bago
"Hialuronico,Ac.",Maxiostenil 1 Unidad,nan,,nan,2,Inyectable,Trb-Pharma
"Hialuronico,Ac.",Maxiostenil Plus 1 Unidad,nan,,nan,2 Ml,Inyectable,Trb-Pharma
Hidroclorotiazida,Diural,50 Mg,50.0,Mg,30,Comprimidos,Lepetit
Hidroclorotiazida,Diurex,12.5 Mg,12.5,Mg,30,Comprimidos,Bago
Hidroclorotiazida,Diurex,25 Mg,25.0,Mg,30,Comprimidos,Bago
Hidroclorotiazida,Diurex,50 Mg,50.0,Mg,60,Comprimidos,Bago
Hidroclorotiazida,Hct 25,nan,,nan,30,Comprimidos,Investi
Hidroclorotiazida,Tandiur,nan,,nan,30,Comprimidos,Raymos
Hidroclorotiazida + Amilorida,Amiloclor,5 Mg,5.0,Mg,30,Comprimidos,Klonal
Hidroclorotiazida + Amilorida,Diurex A,12.5/1.,,nan,30,Comprimidos,Bago
Hidroclorotiazida + Amilorida,Diurex A,25/2.5M,,nan,30,Comprimidos,Bago
Hidroclorotiazida + Amilorida,Diurex A,50/5 Mg,,nan,30,Comprimidos,Bago
Hidroclorotiazida + Amilorida,Hidrenox A,nan,,nan,50,Comprimidos,Teva Argentina (Ex Ivax Arg)
Hidroclorotiazida + Amilorida,Moduretic,nan,,nan,50,Comprimidos,Msd Argentina Sr
Hidroclorotiazida + Amilorida,Moduretic,nan,,nan,30,Comprimidos,Msd Argentina Sr
Hidroclorotiazida + Amilorida,Ren-Ur,nan,,nan,20,Comprimidos,Lafedar
Hidroclorotiazida + Amilorida,Ren-Ur,nan,,nan,50,Comprimidos,Lafedar
Hidroclorotiazida + Amilorida,Ren-Ur,nan,,nan,100,Comprimidos,Lafedar
Hidrocortisona,Alfacort,1%,1.0,%,30,Crema,Cassara
Hidrocortisona,Alfacort,1%,1.0,%,100,Emulsion,Cassara
Hidrocortisona,Alfacort,1%,1.0,%,15,Emulsion,Cassara
Hidrocortisona,Alfacort Unidosis,nan,,nan,20,Unguento Oftalmologico,Cassara
Hidrocortisona,Anusol Hc,1%,1.0,%,10,Crema,Elea - Phoenix
Hidrocortisona,Demacort (Ex Idenona),nan,,nan,15,Crema,Andromaco
Hidrocortisona,Hidrocortisona Klonal,1%,1.0,%,15,Crema,Klonal
Hidrocortisona,Hidrocortisona Klonal,10 Mg,10.0,Mg,30,Comprimidos,Klonal
Hidrocortisona,Hidrocortisona Richet Liofilizado,500 Mg,500.0,Mg,1,Frasco Ampolla,Richet
Hidrocortisona,Hidrotisona,10 Mg,10.0,Mg,30,Comprimidos,Sanofi-Aventis O
Hidrocortisona,Lactid Hc,1%,1.0,%,15,Crema,Medisol
Hidrocortisona,Medrocil,1%,1.0,%,30,Crema,Fortbenton
Hidrocortisona,Microsona,1%,1.0,%,15,Crema,Nova Argentia
Hidrocortisona,Microsona,2%,2.0,%,15,Crema,Nova Argentia
Hidrocortisona,Microsona,0.5 %,0.5,%,15,Crema,Nova Argentia
Hidrocortisona,Oralsone,nan,,nan,12,Comprimidos,Gramon-Millet
Hidrocortisona,Transderma H,nan,,nan,20,Crema,Szama
Hidrocortisona + Asoc.,Anusol Duo,nan,,nan,10,Crema,Elea - Phoenix
Hidrocortisona + Asoc.,Anusol Duo S,nan,,nan,12,Supositorios,Elea - Phoenix
Hidrocortisona + Asoc.,Anusol Hc,nan,,nan,12,Supositorios,Elea - Phoenix
Hidrocortisona + Vit.A + Asoc.,Masivol Urea,nan,,nan,30,Crema,Investi
Hidrocortisona + Vit.A + Asoc.,Masivol Urea,nan,,nan,60,Emulsion,Investi
Hidroquinona + Asoc.,Melasmax,nan,,nan,10,Crema,Dominguez
Hidroquinona + Asoc.,Solaquin Forte,nan,,nan,15,Crema,Investi
Hidroxicina,Ataraxone,10 Mg,10.0,Mg,20,Comprimidos,Lazar
Hidroxicina,Ataraxone,25 Mg,25.0,Mg,20,Comprimidos,Lazar
Hidroxicina,Ataraxone,50 Mg,50.0,Mg,20,Comprimidos,Lazar
Hidroxicina,Ataraxone,nan,,nan,120,Jarabe/Tonico,Lazar
Hidroxicina,Ataraxone,nan,,nan,20,Gotas,Lazar
Hidroxicina,Panaler,10 Mg,10.0,Mg,20,Comprimidos,Panalab
Hidroxicina,Panaler,25 Mg,25.0,Mg,20,Comprimidos,Panalab
Hidroxicina,Panaler,50 Mg,50.0,Mg,20,Comprimidos,Panalab
Hidroxicloroquina,Axokine,200 Mg,200.0,Mg,30,Comprimidos,Rontag
Hidroxicloroquina,Evoquin,200 Mg,200.0,Mg,60,Comprimidos,Teva Argentina (Ex Ivax Arg)
Hidroxicloroquina,Narbon,200 Mg,200.0,Mg,60,Comprimidos,Buxton
Hidroxicloroquina,Plaquenil,200 Mg,200.0,Mg,60,Comprimidos,Sanofi-Aventis
Hidroxicloroquina,Polirreumin,200 Mg,200.0,Mg,60,Comprimidos,Trb-Pharma
Hidroxipolietoxidodecano,Aet 2 Unidades,1%,1.0,%,2,Ampolla,Craveri
Hidroxipolietoxidodecano,Aet 2 Unidades,2%,2.0,%,2,Ampolla,Craveri
Hidroxipolietoxidodecano,Aet 2 Unidades,3%,3.0,%,2,Ampolla,Craveri
Hidroxipolietoxidodecano,Aet 2 Unidades,4%,4.0,%,2,Ampolla,Craveri
Hidroxipolietoxidodecano,Aet 2 Unidades,0.25 %,0.25,%,2,Ampolla,Craveri
Hidroxipolietoxidodecano,Aet 2 Unidades,0.5 %,0.5,%,2,Ampolla,Craveri
Hidroxiprogesterona,Proluton Depot 1 Unidad,500 Mg,500.0,Mg,2,Ampolla,Bayer (Ph)
Hidroxipropilmetilcelulosa,Artelac,nan,,nan,10,Colirio,Bausch
Hidroxipropilmetilcelulosa,Cool Tears,nan,,nan,20,Colirio,Max Vision
Hidroxipropilmetilcelulosa,Lagrima Dorf,nan,,nan,15,Colirio,Pharmadorf
Hidroxipropilmetilcelulosa,Lagrimas Amhof (Natura),nan,,nan,15,Colirio,Spedrog Caillon
Hidroxipropilmetilcelulosa,Lagrimas Dorf,nan,,nan,10,Colirio,Pharmadorf
Hidroxipropilmetilcelulosa,Latlas Tears,nan,,nan,15,Gotas,Lab Internaciona
Hierro,Yectafer 10 Unidades,nan,,nan,2,Ampolla,Rontag
Hierro,Yectafer 5 Unidades,nan,,nan,2,Ampolla,Rontag
"Hierro + Folico,Ac.",Ferretab Compuesto,nan,,nan,30,Capsulas,Biol
"Hierro + Folico,Ac.",Ferretab Compuesto,nan,,nan,60,Capsulas,Biol
"Hierro + Folico,Ac.",Hemofer Folic,nan,,nan,20,Comprimidos,Lafedar
"Hierro + Folico,Ac.",Hierro Folico Tetrafarm (Ex Zentraferin),40/0.5M,,nan,20,Comprimidos,Tetrafarm
"Hierro + Folico,Ac.",Hierro Folico Tetrafarm (Ex Zentraferin),40/0.5M,,nan,40,Comprimidos,Tetrafarm
"Hierro + Folico,Ac.",Hierroquick,40 Mg,40.0,Mg,20,Comprimidos,Raymos
"Hierro + Folico,Ac.",Hierroquick,40 Mg,40.0,Mg,40,Comprimidos,Raymos
"Hierro + Folico,Ac.",Hierroquick,80 Mg,80.0,Mg,20,Comprimidos,Raymos
"Hierro + Folico,Ac.",Hierroquick,80 Mg,80.0,Mg,40,Comprimidos,Raymos
"Hierro + Folico,Ac.",Rubiron,nan,,nan,30,Comprimidos,Sidus
"Hierro + Folico,Ac.",Siderblut Folic,nan,,nan,30,Comprimidos,Investi
"Hierro + Folico,Ac.",Sulfato Ferroso Richet,525 Mg,525.0,Mg,30,Comprimidos,Richet
"Hierro + Folico,Ac.",Sulfato Ferroso Richet,525 Mg,525.0,Mg,60,Comprimidos,Richet
"Hierro + Folico,Ac.",Yectafer Tabs,40/0.5M,,nan,20,Comprimidos,Rontag
"Hierro + Folico,Ac.",Yectafer Tabs,40/0.5M,,nan,40,Comprimidos,Rontag
"Hierro + Folico,Ac.",Yectafer Tabs,80/1 Mg,,nan,20,Comprimidos,Rontag
"Hierro + Folico,Ac.",Yectafer Tabs,80/1 Mg,,nan,40,Comprimidos,Rontag
"Hierro + Vit.B12 + Folico,Ac.",Ferranin Complex,nan,,nan,60,Comprimidos,Takeda
"Hierro + Vit.B12 + Folico,Ac.",Ferranin Complex,nan,,nan,30,Comprimidos,Takeda
"Hierro + Vit.B12 + Folico,Ac.",Folfirimox,nan,,nan,30,Comprimidos,Geminis Farmaceu
"Hierro + Vit.B12 + Folico,Ac.",Folfirimox,nan,,nan,60,Comprimidos,Geminis Farmaceu
"Hierro + Vit.B12 + Folico,Ac.",Rexfol,nan,,nan,30,Comprimidos,Casasco
"Hierro + Vit.B12 + Folico,Ac.",Siderblut Complex,nan,,nan,30,Comprimidos,Investi
"Hierro + Vit.B12 + Folico,Ac.",Siderblut Complex,nan,,nan,60,Comprimidos,Investi
"Hierro + Vit.B12 + Folico,Ac.",Tenvic,nan,,nan,20,Comprimidos,Spedrog Caillon
"Hierro + Vit.B12 + Folico,Ac.",Tenvic,nan,,nan,30,Comprimidos,Spedrog Caillon
"Hierro + Vit.B12 + Folico,Ac. + Asoc.",Anemidox Ferrum,nan,,nan,30,Capsulas,Elea - Phoenix
"Hierro + Vit.B12 + Folico,Ac. + Asoc.",Anemidox Ferrum,nan,,nan,60,Capsulas,Elea - Phoenix
"Hierro + Vit.B12 + Folico,Ac. + Asoc.",Yectafer Complex 10 Unidades,nan,,nan,2,Ampolla,Rontag
"Hierro + Vit.B12 + Folico,Ac. + Asoc.",Yectafer Complex 5 Unidades,nan,,nan,2,Ampolla,Rontag
"Hierro,Polimaltosato",Ferranin,nan,,nan,15,Gotas,Takeda
"Hierro,Polimaltosato",Ferranin,nan,,nan,30,Comprimidos,Takeda
"Hierro,Polimaltosato",Ferranin I.M. 5 Unidades,nan,,nan,2,Frasco Ampolla,Takeda
"Hierro,Polimaltosato",Siderblut,nan,,nan,20,Gotas,Investi
"Hierro,Polimaltosato",Siderblut Poli,nan,,nan,30,Comprimidos,Investi
"Hierro,Polimaltosato",Siderblut Poli,nan,,nan,60,Comprimidos,Investi
"Hierro,Polimaltosato",Vitalix,100 Mg,100.0,Mg,30,Comprimidos,Roemmers
"Hierro,Polimaltosato",Vitalix,nan,,nan,20,Gotas,Roemmers
"Hierro,Succinato",Ferdromaco,nan,,nan,30,Comprimidos,Eurofarma
"Hierro,Sulfato",Eurofer,nan,,nan,20,Solucion,Euroderm
"Hierro,Sulfato",Factofer,nan,,nan,20,Gotas,Raymos
"Hierro,Sulfato",Feklon,nan,,nan,20,Gotas,Klonal
"Hierro,Sulfato",Fer In Sol,nan,,nan,20,Solucion,Investi
"Hierro,Sulfato",Fer In Sol,nan,,nan,120,Jarabe/Tonico,Investi
"Hierro,Sulfato",Ferdromaco Pediatrico,nan,,nan,20,Gotas,Eurofarma
"Hierro,Sulfato",Hemofer,200 Mg,200.0,Mg,20,Comprimidos,Lafedar
"Hierro,Sulfato",Hierro Fabra,125 Mg,125.0,Mg,20,Gotas,Fabra
"Hierro,Sulfato",Hierro Fabra,200 Mg,200.0,Mg,20,Comprimidos,Fabra
"Hierro,Sulfato",Iberol,nan,,nan,45,Gotas,Fortbenton
"Hierro,Sulfato",Siderblut,nan,,nan,30,Comprimidos,Investi
"Hierro,Sulfato",Siderblut,nan,,nan,60,Comprimidos,Investi
"Hierro,Sulfato",Sulfato Ferroso Sant Gall Friburg,nan,,nan,20,Gotas,Sant Gall
"Hierro,Sulfato + Asoc.",Factofer B12,nan,,nan,20,Comprimidos,Raymos
"Hierro,Sulfato + Asoc.",Factofer B12,nan,,nan,50,Comprimidos,Raymos
"Hierro,Sulfato + Asoc.",Ferro Folic,500,,nan,60,Comprimidos,Fortbenton
"Hierro,Sulfato + Asoc.",Ferro Folic,500,,nan,20,Comprimidos,Fortbenton
"Hierro,Sulfato + Asoc.",Iberol Gradumet,500 Mg,500.0,Mg,40,Comprimidos,Fortbenton
"Hierro,Sulfato + Asoc.",Iberol Gradumet,500 Mg,500.0,Mg,20,Comprimidos,Fortbenton
"Hioscina,N - Butilbr. + Dipirona",Espasmo Biotenk,nan,,nan,10,Comprimidos,Biotenk
"Hioscina,N - Butilbr. + Dipirona",Gastrolina Compuesta,nan,,nan,10,Comprimidos,Microsules Arg.
"Hioscina,N - Butilbr. + Dipirona",Novopasmil Compuesto,nan,,nan,20,Solucion,Lafedar
"Ibandronico,Ac.",Adromux,150 Mg,150.0,Mg,1,Comprimidos,Gador
"Ibandronico,Ac.",Bantuc,150 Mg,150.0,Mg,1,Comprimidos,Baliarda
"Ibandronico,Ac.",Bantuc,150 Mg,150.0,Mg,2,Comprimidos,Baliarda
"Ibandronico,Ac.",Bonviva,150 Mg,150.0,Mg,1,Comprimidos,Investi
"Ibandronico,Ac.",Brexell Plus,150 Mg,150.0,Mg,1,Comprimidos,Trb-Pharma
"Ibandronico,Ac.",Brexell Plus,150 Mg,150.0,Mg,2,Comprimidos,Trb-Pharma
"Ibandronico,Ac.",Deltrox,150 Mg,150.0,Mg,1,Comprimidos,Investi
"Ibandronico,Ac.",Disdual,150 Mg,150.0,Mg,1,Comprimidos,Temis-Lostalo
"Ibandronico,Ac.",Elasterin,150 Mg,150.0,Mg,1,Comprimidos,Pharmadorf
"Ibandronico,Ac.",Femorel,150 Mg,150.0,Mg,1,Comprimidos,Elea - Phoenix
"Ibandronico,Ac.",Ibandronato Richet,150 Mg,150.0,Mg,1,Comprimidos,Richet
"Ibandronico,Ac.",Ibanleg,150 Mg,150.0,Mg,1,Comprimidos,Bernabo
"Ibandronico,Ac.",Idena,150 Mg,150.0,Mg,1,Comprimidos,Raffo
